Category,Word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
6. Food (58),Tomato,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
6. Food (58),Grape,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
6. Food (58),Pizza,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
6. Food (58),Hot Dog,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
6. Food (58),Hamburger,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
6. Food (58),Hotteok (Korean Pancake),Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
6. Food (58),Pumpkin,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Pepper,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say
7. Parts of the Body (31),Ear,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Eye,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Leg,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Back,I don't know/It's hard to say,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Anus,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.
7. Parts of the Body (31),Head,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Hair,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,I don't know/It's hard to say,Cannot be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Cannot be counted.
7. Parts of the Body (31),Neck,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Body,I don't know/It's hard to say,Can be counted.,I don't know/It's hard to say,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Knee,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Foot,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Ankle,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Toenail,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Stomach,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Belly Button,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Cheek,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Hand,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Finger,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Shoulder,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,I don't know/It's hard to say,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Face,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Butt,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Tooth/Teeth,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Mouth,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Lips,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Nose,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Chin,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Arm,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Blood,I don't know/It's hard to say,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,I don't know/It's hard to say,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Cannot be counted.,I don't know/It's hard to say,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Cannot be counted.
7. Parts of the Body (31),Waist,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
7. Parts of the Body (31),Tongue,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Scissors,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Rag,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Plate (More curved and round),Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Picture/Artwork,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Cannot be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Money,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Cannot be counted.,Can be counted.
8. Household Items(36),Radio,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Hammer,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Nail,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Bottle,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Soap,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Brush,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Broomstick,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Box,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Towel,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Spoon,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Clock/Watch,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Garbage,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,I don't know/It's hard to say,Cannot be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,I don't know/It's hard to say,Cannot be counted.,Cannot be counted.,I don't know/It's hard to say,Can be counted.,I don't know/It's hard to say,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,I don't know/It's hard to say,Cannot be counted.,Cannot be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Trash can,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Glasses,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Medicine,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Cannot be counted.,Can be counted.,Can be counted.,Cannot be counted.,I don't know/It's hard to say,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Key,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Clothes Hanger,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
8. Household Items(36),Umbrella,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
